X,Y,neighborhood_id,neighborhood_name,device_serial,device_connectedto,device_address,device_lat,device_long,device_tags,etl_updatedtimestamp,is_current,org1,org2,inside_outside,landmark,ObjectId
-7910226.09279634,5213593.45960613,N_601230550253966985,NOC-TEST,Q3AK-ERU5-PXQY,Egleston-MR76-AP2,,42.35027,-71.05877,['recently-added'],2024/08/20 04:31:52+00,1,,,,,271
-7911026.63689562,5208425.09782009,N_601230550253965255,Strand Theatre - External,Q2QD-86JE-GS2B,Strand_Marquee support right,"543 Columbia Road
Boston, MA 02125",42.315948335,-71.0659614099999,['Outside'],2024/08/20 04:31:48+00,1,,,Outside,,272
-7911026.63689562,5208425.09782009,N_601230550253965256,Strand Theatre - Internal,Q2KD-363A-MRZV,Strand_Camera room office left,"543 Columbia Rd, Boston, MA 02125",42.315948335,-71.0659614099999,['Inside'],2024/08/20 04:31:49+00,1,,,Inside,,273
-7911026.63689562,5208425.09782009,N_601230550253965256,Strand Theatre - Internal,Q2LD-ENHA-3CRX,Strand_F.O.H,"543 Columbia Rd, Boston, MA 02125",42.315948335,-71.0659614099999,['Inside'],2024/08/20 04:31:49+00,1,,,Inside,,274
-7911026.63689562,5208425.09782009,N_601230550253965256,Strand Theatre - Internal,Q2KD-DQJU-LYTD,Strand_Stage Left,"543 Columbia Rd, Boston, MA 02125",42.315948335,-71.0659614099999,['Inside'],2024/08/20 04:31:49+00,1,,,Inside,,275
-7910170.53424036,5215103.06324401,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-QMTD-57LD,2nd Floor North Entrance,"1 City Hall Plaza, 
Boston, MA  02201",42.360291327,-71.058270909,['City-Hall'],2024/08/20 04:31:51+00,1,,,,City Hall,276
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AC-2A4K-G5SA,BCYF-CURLEY-AP8,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,"['BCYF', 'Inside', 'UXI', 'employee']",2024/08/20 04:31:51+00,1,BCYF,,Inside,UXI employee,277
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AC-RKPB-2QNG,BCYF-CURLEY-AP1,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,"['BCYF', 'Inside', 'UXI', 'employee']",2024/08/20 04:31:51+00,1,BCYF,,Inside,UXI employee,278
-7910170.53424036,5215103.06324401,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-Q4LQ-6HK3,AP-MR86-CS-09,"1 City Hall Square, Boston, MA 02201",42.360291327,-71.058270909,['City-Hall'],2024/08/20 04:31:51+00,1,,,,City Hall,279
-7907596.71740692,5210407.52962179,N_601230550253966945,BCYF-Curley,Q3AC-DCVF-HE6K,BCYF-CURLEY-AP7,"1663 Columbia Rd, Boston, MA 02127",42.3291153320001,-71.0351499189999,"['BCYF', 'Inside', 'UXI', 'employee']",2024/08/20 04:31:51+00,1,BCYF,,Inside,UXI employee,280
-7910385.43651733,5215028.49123964,N_601230550253967564,2 Center Plaza,Q3KD-4QBJ-GGUC,2-Center-Plaza-AP2,"2 Center PlzBoston, MA 02108",42.359796327,-71.0602014089999,[],2024/08/20 04:31:53+00,1,,,,,281
-7914619.86174336,5210876.43634881,L_601230550253962684,YEE Tremont,Q2FD-SU8V-RAXB,BCYF_Tremont_YEE_2nd floor-AP2,"1483 Tremont St, Boston, MA",42.332229333,-71.098239898,"['DYEE', 'Inside']",2024/08/20 04:31:32+00,1,DYEE,,Inside,,282
-7914619.86174336,5210876.43634881,L_601230550253962684,YEE Tremont,Q2FD-Z652-S5PF,BCYF_Tremont_YEE_2nd floor-AP1,"1483 Tremont St, Boston, MA",42.332229333,-71.098239898,"['DYEE', 'Inside']",2024/08/20 04:31:32+00,1,DYEE,,Inside,,283
-7914619.86174336,5210876.43634881,L_601230550253962684,YEE Tremont,Q2FD-YZLD-HNUS,BCYF_Tremont_YEE_2nd floor-AP3,"1483 Tremont St, Boston, MA",42.332229333,-71.098239898,"['DYEE', 'Inside']",2024/08/20 04:31:32+00,1,DYEE,,Inside,,284
-7909613.51514324,5217120.98529075,L_601230550253962688,Navy Yard,Q2EK-R989-H6FG,NavyYard-AP3,Navy yard Cambridge,42.3736845704699,-71.053267121315,[],2024/08/20 04:31:33+00,1,,,,,285
-7909614.11230752,5217126.3597693,L_601230550253962688,Navy Yard,Q2EK-HAXQ-8XW4,NavyYard-AP2,Navy yard Cambridge,42.3737202378565,-71.053272485733,[],2024/08/20 04:31:33+00,1,,,,,286
-7909615.90380037,5217135.31723356,L_601230550253962688,Navy Yard,Q2EK-7S8P-KQQL,NavyYard-AP1,navy yard cambridge,42.373779683456,-71.0532885789871,[],2024/08/20 04:31:33+00,1,,,,,287
,,N_568579452955538316,Hyde Park,Q2CK-KB3U-MCEQ,,,,,['recently-added'],2024/08/20 04:31:41+00,1,,,,,288
-7912165.76879964,5207724.63839437,N_579275502070532581,Roxbury,Q2CK-5YEE-273N,ROX-MLKSCHOOL-AP2,"77 Lawrence Ave., Roxbury, MA",42.3112953360001,-71.076194406,"['BPS', 'MLK', 'Outside']",2024/08/20 04:31:43+00,1,BPS,,Outside,MLK,289
-7909895.97384932,5215084.65508409,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-Q7YG-V974,DT-QUINCYMARKET-AP1,"Faneuil Hall Marketplace
Boston MA 02201",42.36016913621,-71.0558044910431,[],2024/08/20 04:31:44+00,1,,,,,290
-7910789.19219912,5214370.92732604,N_601230550253961607,Maintenance,Q2CK-NK2U-62SL,PARKS-COMMONEAST-AP2,"139 Tremont St, Boston, MA 02111",42.3554313280001,-71.0638284079999,"['Boston-Common', 'recently-added']",2024/08/20 04:31:46+00,1,,,,Boston Common,291
-7910789.19219912,5214370.92732604,N_601230550253961607,Maintenance,Q2EK-WDLM-65C6,PARKS-COMMONEAST-AP4 ,"139 Tremont St, Boston, MA 02111",42.3554313280001,-71.0638284079999,"['Boston-Common', 'recently-added']",2024/08/20 04:31:46+00,1,,,,Boston Common,292
-7910789.19219912,5214370.92732604,N_601230550253961607,Maintenance,Q2CK-N8A5-VD4F,PARKS-COMMONWEST-AP3,"139 Tremont St, Boston, MA 02111",42.3554313280001,-71.0638284079999,['recently-added'],2024/08/20 04:31:46+00,1,,,,,293
-7912997.3250619,5210562.02243848,N_601230550253961809,Bolling,Q2FD-MTWE-FN62,BOL-WELCOMELOBBY-AP1,"2300 Washington St., Roxbury 02119",42.330141333,-71.0836644029999,"['Bolling', 'CoB-Employee', 'Inside']",2024/08/20 04:31:46+00,1,,,Inside,Bolling CoB Employee,294
-7912997.3250619,5210562.02243848,N_601230550253961809,Bolling,Q2FD-6RML-C4S6,BOL-SCHLOBBY-AP1,"2300 Washington St., Roxbury 02119",42.330141333,-71.0836644029999,"['Bolling', 'CoB-Employee', 'Inside']",2024/08/20 04:31:46+00,1,,,Inside,Bolling CoB Employee,295
-7912997.3250619,5210562.02243848,N_601230550253961809,Bolling,Q2FD-3YYZ-LW7E,BOL-PUBLOBBY-AP1,"2300 Washington St., Roxbury 02119",42.330141333,-71.0836644029999,"['Bolling', 'Inside']",2024/08/20 04:31:46+00,1,,,Inside,Bolling,296
-7912997.3250619,5210562.02243848,N_601230550253961809,Bolling,Q2FD-3Q7F-9C4J,BOL-FOYER-AP1,"2300 Washington St., Roxbury 02119",42.330141333,-71.0836644029999,"['Bolling', 'CoB-Employee', 'Inside']",2024/08/20 04:31:46+00,1,,,Inside,Bolling CoB Employee,297
